Name,Address,City,State,Website,Phone Number,Category,Source
Patchen Avenue Garden,"49, Patchen, Ave, Brooklyn, NY, 11221",Brooklyn,NY,https://www.google.com/search?q=Patchen Avenue Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Umoja Learning Garden,"1448, Broadway, Brooklyn, NY, 11221",Brooklyn,NY,https://cityparksfoundation.org/learning-gardens/,+1 212-360-2765,NYC - Greenmarkets & Gardens,Circular NYC.kml
Sunkissed Garden,"658, Saratoga, Ave, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Sunkissed Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Farr Community Garden,"808, Herkimer, St, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=Farr Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Coney Island Community Garden,"2327, Neptune, Ave, Brooklyn, NY, 11224",Brooklyn,NY,https://www.google.com/search?q=Coney Island Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Newport Garden,"823, Newport, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Newport Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Mama Dee's Garden,"1397, Bedford, Ave, Brooklyn, NY, 11216",Brooklyn,NY,https://bqlt.org/garden/mama-dees,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Good Life,"50, Goodwin, Pl, Brooklyn, NY, 11221",Brooklyn,NY,https://www.google.com/search?q=Good Life,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Newport Community Garden,"195, Newport, St, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Newport Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Concerned Residents of Barbey Street Community Garden,"351, Barbey, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Concerned Residents of Barbey Street Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
United Herkimer Garden Club,"97, Herkimer, St, Brooklyn, NY, 11216",Brooklyn,NY,https://bqlt.org/garden/united-herkimer-garden-club,+1 718-963-7020,NYC - Greenmarkets & Gardens,Circular NYC.kml
Westbrook Memorial Garden,"1233, Pacific, St, Brooklyn, NY, 11216",Brooklyn,NY,https://bqlt.org/garden/westbrook-memorial-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
New Harvest,"123, Vernon, Ave, Brooklyn, NY, 11206",Brooklyn,NY,https://www.google.com/search?q=New Harvest,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Positive Seeds of Life Garden,"554, Snediker, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Positive Seeds of Life Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Shiloh Garden,"323, Monroe, St, Brooklyn, NY, 11216",Brooklyn,NY,https://www.facebook.com/Shilohgardenbrooklyn,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Poppa & Momma Jones Historical Garden,"337, Van Siclen, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Poppa & Momma Jones Historical Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
The Backyard,"61-73, Hamilton, Ave, Brooklyn, NY, 11231",Brooklyn,NY,https://backyardcommunitygarden.wordpress.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Warwick St. Greenery Glow Garden,"603, Warwick, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Warwick St. Greenery Glow Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Clifton Place Block Association Garden,"289, Grand, Ave, Brooklyn, NY, 11238",Brooklyn,NY,http://cliftongarden.blogspot.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Upon This Rock Comm Garden,"2556, Pitkin, Ave, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Upon This Rock Comm Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Keap Fourth,"347, Keap, St, Brooklyn, NY, 11211",Brooklyn,NY,http://www.keapfourthgarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Green Valley,"93, New Lots, Ave, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Green Valley,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Ps 149 Artsy Bloom Community Garden,"716, Sutter, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Ps 149 Artsy Bloom Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
100 Quincy,"100, Quincy, St, Brooklyn, NY, 11238",Brooklyn,NY,https://www.facebook.com/100Quincy/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Classon Ful-gate Block Association Garden,"474, Classon, Ave, Brooklyn, NY, 11238",Brooklyn,NY,https://bqlt.org/garden/classon-ful-gate-block-association-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Ashford Street Abundant Garden,"330, Ashford, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Ashford Street Abundant Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Poplar Street,"1-37, Poplar, St, Brooklyn, NY, 11201",Brooklyn,NY,https://www.google.com/search?q=Poplar Street,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
South Brooklyn Children's Garden,"204, Columbia, St, Brooklyn, NY, 11231",Brooklyn,NY,http://southbrooklynchildrensgarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Patchen Community Square,"868, Putnam, Ave, Brooklyn, NY, 11221",Brooklyn,NY,http://patchensquare.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
St. John's Place Renaissance Garden,"1642, St Johns, Pl, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=St. John's Place Renaissance Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
McLeod's Community Garden,"130, Liberty, Ave, Brooklyn, NY, 11212",Brooklyn,NY,https://www.nyrp.org/en/gardens-and-parks/mcleods-community-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Abib Newborn Garden,"495, Osborn, St, Brooklyn, NY, 11212",Brooklyn,NY,https://cityparksfoundation.org/learning-gardens/,+1 212-360-2765,NYC - Greenmarkets & Gardens,Circular NYC.kml
Jerome Glenmore Corner Stone Community Garden,"316, Jerome, St, Brooklyn, NY, 11207",Brooklyn,NY,https://jgcscg.com/,+1 718-552-7676,NYC - Greenmarkets & Gardens,Circular NYC.kml
Herbal Garden of East New York,"281, Schenck, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Herbal Garden of East New York,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Java Street,"59, Java, St, Brooklyn, NY, 11222",Brooklyn,NY,https://www.javastreetgarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
John the Baptist,"10, Stuyvesant, Ave, Brooklyn, NY, 11221",Brooklyn,NY,https://www.facebook.com/JBCGarden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Know Waste Lands Community Garden,"1309, DeKalb, Ave, Brooklyn, NY, 11221",Brooklyn,NY,https://www.knowwastelands.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Vernon Block Association Garden,"200, Vernon, Ave, Brooklyn, NY, 11206",Brooklyn,NY,https://www.google.com/search?q=Vernon Block Association Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
La Casita Verde,"451, Bedford, Ave, Brooklyn, NY, 11211",Brooklyn,NY,http://lacasitaverde.nyc/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Prospect Farm,"1194, Prospect, Ave, Brooklyn, NY, 11218",Brooklyn,NY,http://prospectfarm.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
New Vision Garden,"590, Schenck, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=New Vision Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Isabahlia Community Garden,"Isabahlia Community Garden, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Isabahlia Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hattie Carthan,"654A, Lafayette, Ave, Brooklyn, NY, 11216",Brooklyn,NY,http://www.hattiecarthancommunitymarket.com/,+1 718-638-3566,NYC - Greenmarkets & Gardens,Circular NYC.kml
Walt L. Shamel,"1096-1099, Dean, St, Brooklyn, NY, 11216",Brooklyn,NY,https://www.google.com/search?q=Walt L. Shamel,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Welcome Home Garden,"681, Halsey, St, Brooklyn, NY, 11233",Brooklyn,NY,https://www.google.com/search?q=Welcome Home Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hattie Carthan Herban Farm,"49, Van Buren, St, Brooklyn, NY, 11221",Brooklyn,NY,http://hattiecarthancommunitymarket.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Thomas Boyland,"754, Thomas S Boyland, St, Brooklyn, NY, 11212",Brooklyn,NY,https://www.google.com/search?q=Thomas Boyland,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hands and Heart Community Garden,"296, New Lots, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Hands and Heart Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Urban Meadow,"39, President, St, Brooklyn, NY, 11231",Brooklyn,NY,http://www.nycgovparks.org/parks/mothercabrinipark/map,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Brooklyn Queens Land Trust Inc,"30, 3rd, Ave, Brooklyn, NY, 11217",Brooklyn,NY,http://bqlt.org/,+1 718-963-7020,NYC - Greenmarkets & Gardens,Circular NYC.kml
Lincoln Road Garden,"316, Lincoln, Rd, Brooklyn, NY, 11225",Brooklyn,NY,https://www.google.com/search?q=Lincoln Road Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Dolly's Park,"503, President, St, Brooklyn, NY, 11215",Brooklyn,NY,https://www.google.com/search?q=Dolly's Park,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hattie Carthan,"365, Clifton, Pl, Brooklyn, NY, 11216",Brooklyn,NY,http://hattiecarthancommunitymarket.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Family Community Garden,"Family Community Garden, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Family Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Lentol Garden,"178, Bayard, St, Brooklyn, NY, 11222",Brooklyn,NY,https://www.nycgovparks.org/parks/lentol-garden/,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
Granite Street Block Association Garden,"28, Granite, St, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Granite Street Block Association Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hope Gardens Community Center,"422, Central, Ave, Brooklyn, NY, 11221",Brooklyn,NY,https://www.hispanicfamilyservicesny.org/programs/cornerstone-community-centers/hope-gardens/,+1 347-452-3742,NYC - Greenmarkets & Gardens,Circular NYC.kml
Atkins Gardeners,"213, Atkins, Ave, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Atkins Gardeners,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Lafayette Gardens Community Center,"442, DeKalb, Ave, Brooklyn, NY, 11205",Brooklyn,NY,https://www.google.com/search?q=Lafayette Gardens Community Center,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Green Gems,"147, Fountain, Ave, Brooklyn, NY, 11208",Brooklyn,NY,https://www.google.com/search?q=Green Gems,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Big Red Garden,"436, Van Siclen, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=Big Red Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
New York City Housing Authority Wyckoff Gardens Community Center,"280, Wyckoff, St, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=New York City Housing Authority Wyckoff Gardens Community Center,+1 718-522-2431,NYC - Greenmarkets & Gardens,Circular NYC.kml
The Transit Garden,"134, 2nd, Pl, Brooklyn, NY, 11231",Brooklyn,NY,http://transitgarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Heaven's Gate,"169-171, Hart, St, Brooklyn, NY, 11206",Brooklyn,NY,http://bqlt.org/Gardens/BQLTGardens/index.php%3FgIndex%3D13,+1 718-963-7020,NYC - Greenmarkets & Gardens,Circular NYC.kml
Brooklyn Bears Carlton Avenue Garden,"Brooklyn Bears Carlton Avenue Garden, Brooklyn, NY, 11238",Brooklyn,NY,https://www.google.com/search?q=Brooklyn Bears Carlton Avenue Garden,+1 212-788-8076,NYC - Greenmarkets & Gardens,Circular NYC.kml
Jane Bailey Memorial Garden,"327, Greene, Ave, Brooklyn, NY, 11238",Brooklyn,NY,https://www.nyrp.org/green-spaces/garden-details/jane-bailey-memorial-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
David Foulke Memorial Garden,"248-250, Bergen, St, Brooklyn, NY, 11217",Brooklyn,NY,https://bqlt.org/garden/david-foulke-memorial-garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
First Temple of David,"746, Dumont, Ave, Brooklyn, NY, 11207",Brooklyn,NY,https://www.google.com/search?q=First Temple of David,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
"Scholes Street Children's Garden, NYRP","134-136, Scholes, St, Brooklyn, NY, 11206",Brooklyn,NY,https://www.nyrp.org/green-spaces/garden-details/scholes-street-childrens-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hattie Carthan Community Garden - Food Distribution Center,"640A, Greene, Ave, Brooklyn, NY, 11221",Brooklyn,NY,https://www.google.com/search?q=Hattie Carthan Community Garden - Food Distribution Center,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Crown Gardens Community Center,"1185, Carroll, St, Brooklyn, NY, 11225",Brooklyn,NY,https://www.google.com/search?q=Crown Gardens Community Center,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Tranquility Farm,"659, Willoughby, Ave, Brooklyn, NY, 11206",Brooklyn,NY,https://facebook.com/Tranqulityfarms,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Wyckoff Gardens Colony South,"272, Wyckoff, St, Brooklyn, NY, 11217",Brooklyn,NY,https://www.google.com/search?q=Wyckoff Gardens Colony South,+1 718-834-8595,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hancock,"324, Hancock, St, Brooklyn, NY, 11216",Brooklyn,NY,https://www.google.com/search?q=Hancock,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
61 Franklin Street,"61, Franklin, St, Brooklyn, NY, 11222",Brooklyn,NY,https://61franklinstreetgarden.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
East 4th Street Community Garden,"173, 4th, St, Brooklyn, NY, 11218",Brooklyn,NY,http://eastfourthstreetgarden.tumblr.com/,+1 212-602-5300,NYC - Greenmarkets & Gardens,Circular NYC.kml
11th Street Community Garden,"422, 11th, St, New York, NY, 10009",New York,NY,https://www.google.com/search?q=11th Street Community Garden,+1 917-773-8440,NYC - Greenmarkets & Gardens,Circular NYC.kml
West Side Community Garden,"123, 89th, St, New York, NY, 10024",New York,NY,http://www.westsidecommunitygarden.org/,+1 212-316-5490,NYC - Greenmarkets & Gardens,Circular NYC.kml
Riverside Valley Community Garden,"699, 138th, St, New York, NY, 10031",New York,NY,https://riversideparknyc.org/,+1 212-870-3070,NYC - Greenmarkets & Gardens,Circular NYC.kml
9th Street,"703, 9th, St, New York, NY, 10009",New York,NY,https://www.google.com/search?q=9th Street,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Clinton Community Garden,"434, 48th, St, New York, NY, 10036",New York,NY,http://clintongarden.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
El Barrio Community Garden,"415, 117th, St, New York, NY, 10035",New York,NY,https://www.nyrp.org/en/gardens-and-parks/el-barrio-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Carver Community Garden,"242, 124th, St, New York, NY, 10035",New York,NY,https://www.manhattanlandtrust.org/our-gardens/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Maggie's Magic Garden,"1574, Lexington, Ave, New York, NY, 10029",New York,NY,https://www.facebook.com/maggiesmagicgarden/,+1 212-860-6639,NYC - Greenmarkets & Gardens,Circular NYC.kml
Pleasant Village Community Garden,"342, Pleasant, Ave, New York, NY, 10035",New York,NY,http://www.pleasantvillagecommunitygarden.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
CEP Community Garden,"303, 126th, St, New York, NY, 10027",New York,NY,https://www.google.com/search?q=CEP Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Oasis Garden,"505, 52nd, St, New York, NY, 10019",New York,NY,http://www.oasiscommunitygarden.com/,+1 212-247-2793,NYC - Greenmarkets & Gardens,Circular NYC.kml
Green Oasis,"370, 8th, St, New York, NY, 10009",New York,NY,http://greenoasisnyc.org/,+1 212-639-9675,NYC - Greenmarkets & Gardens,Circular NYC.kml
The Garden People,"Riverside, Drive, New York, NY, 10025",New York,NY,http://www.thegardenpeople.org/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
east side outside community garden,"415, 11th, St, New York, NY, 10009",New York,NY,https://eastsideoutsidegarden.org/wp2020/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Peach Tree Garden,"236, 2nd, St, New York, NY, 10009",New York,NY,https://www.google.com/search?q=Peach Tree Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
117th Street Community Garden,"172, 117th, St, New York, NY, 10035",New York,NY,https://www.google.com/search?q=117th Street Community Garden,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Rodale Pleasant Park Community Garden,"437, 114th, St, New York, NY, 10029",New York,NY,https://www.nyrp.org/en/gardens-and-parks/rodale-pleasant-park-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
El Sitio Feliz,"203, 104th, St, New York, NY, 10029",New York,NY,https://www.google.com/search?q=El Sitio Feliz,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Friendship Garden,"499, 150th, St, New York, NY, 10031",New York,NY,https://www.nyrp.org/en/gardens-and-parks/friendship-garden-wicked/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
La Perla Garden,"76, 105th, St, New York, NY, 10025",New York,NY,https://laperla.com/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Los Amigos Community Garden,"326, Pleasant, Ave, New York, NY, 10035",New York,NY,https://www.nyrp.org/en/gardens-and-parks/los-amigos-community-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Five Star,"252, 121st, St, New York, NY, 10027",New York,NY,http://www.manhattanlandtrust.org/contact-us/five-star-garden/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
The Home Depot Children's Garden,"421, 117th, St, New York, NY, 10035",New York,NY,http://www.nyrp.org/green-spaces/garden-details/the-home-depot-childrens-garden/,+1 212-333-2552,NYC - Greenmarkets & Gardens,Circular NYC.kml
Hope Steven Garden,"1656, Amsterdam, Ave, New York, NY, 10031",New York,NY,http://www.manhattanlandtrust.org/our-gardens/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
Liz Christy Garden,"Houston Street between Second, Avenue, New York, NY, 10003",New York,NY,http://www.lizchristygarden.us/,Not Available,NYC - Greenmarkets & Gardens,Circular NYC.kml
